AL	53.61
AK	77.67
AZ	62.58
AR	52.06
CA	78.13
CO	73.32
CT	89.23
DE	70.14
FL	60.89
GA	60.35
HI	77.86
ID	56.21
IL	69.07
IN	59.15
IA	62.57
KS	61.7
KY	55.25
LA	55.43
ME	60.71
MD	87.69
MA	84.88
MI	59
MN	71.4
MS	48.92
MO	56.67
MT	57.35
NE	61.72
NV	65.68
NH	76.11
NJ	88.66
NM	57.13
NY	76.2
NC	57.75
ND	65.14
OH	59.68
OK	55.12
OR	63.6
PA	64.88
RI	72.97
SC	55.72
SD	58.28
TN	56.27
TX	65.41
UT	72.13
VT	63.2
VA	79.4
WA	74.07
WV	52.29
WI	64.14
WY	67.55
