AL	0
AK	0
AZ	115.7
AR	143.09
CA	158.73
CO	98.18
CT	323.86
DE	416.5
FL	273.13
GA	386.25
HI	0
ID	111.84
IL	223.05
IN	168.84
IA	116.64
KS	87.88
KY	206.83
LA	102.22
ME	176.79
MD	315.33
MA	762.98
MI	282.92
MN	92.17
MS	0
MO	211.38
MT	52.79
NE	87.53
NV	0
NH	216.32
NJ	344.66
NM	73.92
NY	420.37
NC	215.81
ND	44.9
OH	246.26
OK	48.24
OR	230.57
PA	301.86
RI	511.69
SC	296.05
SD	179.49
TN	226.42
TX	169.38
UT	0
VT	186.83
VA	223.64
WA	88.97
WV	598.47
WI	108.22
WY	46.73
